,SalesID,Predcition_of_salePrerice
163,1228391,22948.91883153396
164,1228394,28163.00455811388
165,1228395,27272.58240813195
166,1228400,41967.9066631969
167,1228401,22263.35652008726
168,1228402,27796.137154735527
169,1228403,36441.44871135487
170,1228404,59736.521118728306
171,1228406,13826.171836176018
172,1228411,25624.17142942627
173,1228415,38219.79753767334
174,1228416,48938.161075379736
175,1228421,29532.23754394395
176,1228422,42348.14863713156
177,1228424,25481.629895939845
178,1228426,13965.595465642244
179,1228429,23182.50986540545
180,1228430,22497.479672168734
181,1228437,54515.11606453542
182,1228438,13827.619810133614
183,1228439,23285.73612516511
184,1228442,75415.06172780493
185,1228494,14174.215833076343
186,1228496,22276.348331159686
187,1228498,48509.70362231507
188,1228499,60607.2794452037
189,1228503,21421.72134308652
190,1228506,12342.956625670296
191,1228508,13902.280520972286
192,1228509,23492.82099330544
193,1228510,13917.288605826277
194,1228518,14676.487838502013
195,1228519,41907.45429871127
196,1228524,12734.202731479982
197,1228525,41038.39991906314
198,1228533,44701.35206092927
199,1228535,64174.04600811769
200,1228536,69965.71860202211
201,1228542,13957.601210312383
202,1228553,38466.99603007072
203,1228561,16481.29481371531
204,1228562,32767.33784227253
205,1228568,25866.47484835155
206,1228569,32408.237355654233
207,1228570,53581.24026606562
208,1228572,59081.20961752526
209,1228573,23068.874138685493
210,1228575,36686.11745468262
211,1228579,24893.52192530384
212,1228582,31550.12541513728
213,1228583,40324.768514122625
214,1228586,40235.644260763744
215,1228590,34232.0963402857
216,1228591,66382.4339036007
217,1228593,49140.30716623707
218,1228594,60975.32276922853
219,1228595,20999.915900641798
220,1228598,23974.96755634072
221,1228604,16334.47005096605
222,1228605,31558.865245766017
223,1228606,34071.985306027396
224,1228618,7594.955704292054
225,1228619,22749.567768885703
226,1228622,12635.927233881388
227,1228623,25942.584575565903
228,1228627,29280.274135178548
229,1228628,28847.049035455282
230,1228629,28801.333999288232
231,1228630,25457.186942945456
232,1228631,33545.804684103736
233,1228633,29088.611965398926
234,1228634,21160.68711440946
235,1228635,24393.409597347105
236,1228640,24905.41990346532
237,1228641,26217.014522059435
238,1228642,28685.7820499188
239,1228643,22561.183916972837
240,1228648,15806.156175438844
241,1228649,26528.758608363638
242,1228650,12438.1389539307
243,1228654,44588.41566793928
244,1228658,34403.61881989673
245,1228659,51500.03002813357
246,1228660,28133.091598373874
247,1228669,16896.512573715845
248,1228670,12608.057785746916
249,1228672,26769.733704372535
250,1228674,13458.88825380187
251,1228675,25313.40663134273
252,1228678,19597.869095747596
253,1228681,24672.035223236948
254,1228682,27476.731839877157
255,1228683,29772.254465331625
256,1228684,23557.653931507404
257,1228685,23897.818115903927
258,1228699,23207.464486307126
259,1228700,31086.808912110333
260,1228702,33280.37091293527
261,1228703,31948.963806070515
262,1228706,42028.08757547922
263,1228714,60205.992026978856
264,1228724,30487.32818898937
265,1228727,12538.133485999297
266,1228730,40103.890865917274
267,1228731,16716.321631985873
268,1228733,22542.24602566906
269,1228734,23921.363837169858
270,1228735,20662.115440885394
271,1228736,18950.582752570896
272,1228737,54522.01315943043
273,1228738,57541.337689737484
274,1228744,8581.669296685213
275,1228746,12622.742562562995
276,1228750,32929.95108970295
277,1228751,26734.34018040031
278,1228757,29471.105921002156
279,1228759,28515.793423986634
280,1228760,29923.088497386016
281,1228761,33442.306614255634
282,1228762,27199.88866202709
283,1228763,38116.841809130405
284,1228764,37901.76840703156
285,1228776,46057.79798170068
286,1228779,27012.25082456435
287,1228781,30921.473457098455
288,1228785,24996.318310853912
289,1228788,24864.118119453648
290,1228789,14881.339643597286
291,1228794,40784.86117592203
292,1228795,41074.77656207097
293,1228809,28263.358414246573
294,1228816,22687.76573997898
295,1228818,16512.61906598957
296,1228822,15982.951206489608
297,1228824,27645.815783803402
298,1228829,26476.6441661892
299,1228831,29630.16069290986
300,1228833,35610.802931964405
301,1228835,22040.011880429967
302,1228837,26553.46151819251
303,1228846,23320.565593451527
304,1228847,31565.724681242988
305,1228850,22907.075963534455
306,1228854,20231.396442230543
307,1228858,27866.92824470155
308,1228859,42076.891776889264
309,1228863,56701.04671815039
310,1228865,26632.458636228956
311,1228866,41213.13406423242
312,1228867,31922.596309914377
313,1228871,54457.76841584842
314,1228872,43663.896201916745
315,1228874,12846.332395468748
316,1228876,19912.51617571002
317,1228877,18700.30026661911
318,1228878,19271.89117571002
319,1228879,15172.486438833375
320,1228881,13741.904639625873
321,1228888,10313.72548719448
322,1228890,14118.940148078336
323,1228894,12377.410256839825
324,1228896,9995.167757442552
325,1228899,30695.369187896293
326,1228902,37526.74062913567
327,1228907,66687.18757678509
328,1228914,27981.788875603455
329,1228919,30643.89901611051
330,1228922,11408.830768555275
331,1228924,26304.844690072998
332,1228926,24272.8853290887
333,1228929,48870.26839651792
334,1228933,66978.12518926006
335,1228935,10085.137400888436
336,1228936,10148.36430306235
337,1228940,39944.450838871315
338,1228946,44490.750596866616
339,1228951,32838.00048340247
340,1228952,32627.57438172637
341,1228953,56966.514752608506
342,1228969,48617.5799964784
343,1228985,30517.687440240705
344,1228994,30382.901441899605
345,1228995,33887.62059882982
346,1228996,13210.901726938315
347,1228997,14277.663598903478
348,1228998,23404.060946050275
349,1228999,30912.70570169854
350,1229003,19246.679140761247
351,1229004,19424.22848286651
352,1229005,19424.22848286651
353,1229006,34619.42186296675
354,1229007,28756.772002405276
355,1229008,20949.46571226308
356,1229009,17495.562092776327
357,1229017,26447.304163801215
358,1229025,14428.607668963949
359,1229027,25733.817240524142
360,1229028,37616.04219866205
361,1229043,18437.563146684624
362,1229047,13615.92941306307
363,1229049,18468.647119074038
364,1229052,20840.805910482944
365,1229053,23496.07784065202
366,1229054,27114.67281671925
367,1229055,29115.371772687224
368,1229057,34722.52478972051
369,1229065,43329.36144941659
370,1229080,13341.911094872266
371,1229083,21465.266287910352
372,1229086,46991.87097646076
373,1229087,26350.357441331027
374,1229092,33687.84134535915
375,1229096,15735.656310022183
376,1229099,25111.84160341102
377,1229100,33600.579066562525
378,1229101,32610.978651444013
379,1229102,53310.5458559422
380,1229103,34576.5679297429
381,1229104,16197.164432991844
382,1229105,24299.285305024634
383,1229112,28556.157188399833
384,1229114,39192.920542327476
385,1229119,43170.97021861438
386,1229128,23922.375637496556
387,1229129,29006.39094481286
388,1229133,65553.82300812288
389,1229135,68026.25699677784
390,1229137,27314.037485326466
391,1229138,47980.43646406698
392,1229139,14613.413925556732
393,1229140,52213.733496895264
394,1229142,13434.938717254185
395,1229143,14637.246374176295
396,1229148,12060.357217268884
397,1229150,68799.97967183465
398,1229220,8182.876594202581
399,1229223,51255.46580355565
400,1229227,32449.577432650305
401,1229236,31651.525445658575
402,1229241,16747.059781535943
403,1229242,25636.98796005215
404,1229257,37414.82087273206
405,1229262,12673.237929656127
406,1229289,17990.99521441265
407,1229290,25524.41963381406
408,1229291,13680.240135735006
409,1229292,16737.630064672358
410,1229293,16959.260347766456
411,1229295,14094.643687227373
412,1229296,17167.938511329576
413,1229300,58131.60883846545
414,1229314,49999.30771592331
415,1229315,41235.470515359244
416,1229316,19879.631623751204
417,1229321,19756.408019896557
418,1229322,28855.64448685373
419,1229323,31818.932026251463
420,1229324,28554.45386984932
421,1229329,26415.759639502932
422,1229331,25695.304736219085
423,1229336,50193.73501762545
424,1229337,61754.33639175368
425,1229338,44827.76731072197
426,1229344,24174.586273178866
427,1229353,28566.255696407345
428,1229368,18486.104436877384
429,1229372,19462.550048910118
430,1229387,12148.428518434714
431,1229388,14292.306623071088
432,1229395,65495.111879542026
433,1229396,62635.36313327999
434,1229397,33382.46715058247
435,1229399,45614.92304228223
436,1229402,10802.755490016518
437,1229403,9849.90275314748
438,1229409,55443.439959156654
439,1229415,63271.3019913523
440,1229422,35170.32845996882
441,1229425,13746.294676080182
442,1229428,16904.744899277634
443,1229429,22941.011520954537
444,1229439,43113.4679589846
445,1229443,21668.33646562519
446,1229444,8483.150090737434
447,1229454,23442.197601466287
448,1229455,10285.17577959214
449,1229459,20037.646480384727
450,1229463,8302.276521039807
451,1229471,25542.29861514904
452,1229473,24743.576519971262
453,1229474,37590.47726476955
454,1229475,52417.91807498059
455,1229476,55782.39472445984
456,1229477,43408.121027955094
457,1229480,27487.620225307306
458,1229497,20233.98661047714
459,1229498,12169.67420425278
460,1229511,13938.729748944726
461,1229513,26731.003773138567
462,1229514,29927.33221178434
463,1229515,33664.911115329465
464,1229516,36069.87643619281
465,1229517,12300.212883881466
466,1229518,17052.248493443887
467,1229519,31442.695934091484
468,1229520,31441.873761472445
469,1229521,31441.873761472445
470,1229522,34970.82258356968
471,1229523,15658.27603935331
472,1229536,30631.090833212103
473,1229539,30601.532474636428
474,1229541,23689.607319169314
475,1229543,12387.665238173848
476,1229546,26928.865105617228
477,1229547,12686.095389078231
478,1229548,12938.910380495587
479,1229549,14243.31138662142
480,1229553,52116.26444843211
481,1229564,69241.59468391085
482,1229567,17143.59202248163
483,1229580,45193.5630961811
484,1229581,13978.684961973227
485,1229582,29024.4356843646
486,1229583,28769.304939704034
487,1229585,9357.580356619907
488,1229586,29353.57524475588
489,1229589,12322.32657068561
490,1229590,31039.90389581203
491,1229591,11992.637644427941
492,1229594,19261.336658781387
493,1229597,23229.75984783406
494,1229601,31894.721263428695
495,1229604,13140.744290435527
496,1229606,11949.832050422403
497,1229609,50375.662071318664
498,1229620,9357.580356619907
499,1229622,43591.94503413253
500,1229624,27290.775911128956
501,1229639,10399.631116110413
502,1229646,35232.850333996656
503,1229648,28133.091598373874
504,1229649,12465.194097040778
505,1229654,26588.353765740823
506,1229656,24770.09441485905
507,1229657,23297.92650412341
508,1229671,24465.535847460815
509,1229672,26210.248427690258
510,1229676,24654.558117804536
511,1229677,35010.32342181365
512,1229679,16516.80973186376
513,1229680,27754.454353832418
514,1229681,22454.46853280135
515,1229689,68671.79180844898
516,1229690,37301.04763931898
517,1229691,57210.36976146275
518,1229708,23807.71212954549
519,1229711,19464.668968291982
520,1229726,28745.76856953391
521,1229728,67981.46396908186
522,1229729,65760.85339204346
523,1229730,13077.480348446272
524,1229734,35521.01467670402
525,1229739,8731.852148085842
526,1229740,26388.625379108977
527,1229741,21896.766944608094
528,1229742,12021.915316226174
529,1229743,22940.761399494473
530,1229754,16779.900543320626
531,1229759,36566.81680376727
532,1229762,23597.90807797938
533,1229763,11582.601080547662
534,1229772,43763.141117318155
535,1229775,30756.447734400455
536,1229777,29810.403669617684
537,1229783,24650.78125238051
538,1229784,41057.057304242
539,1229785,39280.53627438737
540,1229789,28552.153098408686
541,1229790,33267.546868923724
542,1229795,28719.217302226163
543,1229798,19669.86682289224
544,1229804,25576.81855369246
545,1229807,33404.474193086324
546,1229809,18863.520213452757
547,1229810,28375.264581945037
548,1229811,22027.457473673137
549,1229812,61888.34252688644
550,1229814,29475.20543538825
551,1229816,31520.58389468073
552,1229817,20726.821367742406
553,1229820,46077.615334935035
554,1229821,11316.80028633904
555,1229822,13605.389409282452
556,1229825,32621.555901022202
557,1229827,12983.72320039996
558,1229832,13091.470453147213
559,1229841,30709.24058612853
560,1229842,30583.87571190674
561,1229848,26860.34273707888
562,1229860,26584.021053179342
563,1229862,16497.5065057167
564,1229869,21917.342945045148
565,1229873,55608.89690055609
566,1229874,63657.73164539707
567,1229875,54804.29441303598
568,1229876,26917.97191792257
569,1229877,12709.395092449802
570,1229878,44498.002751119195
571,1229879,15053.783893770338
572,1229884,15382.07192903581
573,1229889,58368.96493635139
574,1229890,68102.81168787139
575,1229893,34911.56071359197
576,1229896,20670.799990581705
577,1229902,54925.05894099451
578,1229905,28267.942179747646
579,1229906,20593.843150721827
580,1229907,25629.039579141037
581,1229908,20868.722944601224
582,1229910,15484.146555298406
583,1229924,32021.02778591434
584,1229927,27983.350896477506
585,1229928,23043.016109736473
586,1229929,64988.979890114766
587,1229930,20360.049210885325
588,1229932,47269.234377593515
589,1229934,16183.65311423613
590,1229937,36997.0018607983
591,1229939,40450.52751821379
592,1229942,11574.021647100377
593,1229948,29515.64551157645
594,1229955,17847.94626327102
595,1229970,10833.705413678777
596,1229974,69852.82401856343
597,1229975,70784.18470155734
598,1229977,19772.07826599999
599,1229999,32640.44071011492
600,1230003,29158.486345824647
601,1230004,27144.711483766914
602,1230005,27370.236334732945
603,1230008,13328.631670135102
604,1230010,21140.0340771842
605,1230011,10886.085383017613
606,1230014,16736.019454796588
607,1230018,29173.214479285576
608,1230019,28794.19791613858
609,1230020,9856.510914092403
610,1230021,9893.617921668161
611,1230022,30644.87573746334
612,1230025,31491.850097833325
613,1230029,19246.679140761247
614,1230030,19424.22848286651
615,1230032,45157.01322312924
616,1230037,26423.958530792752
617,1230038,26792.449068174687
618,1230039,32021.12548340247
619,1230041,31060.55903075253
620,1230047,28822.518854937334
621,1230094,26828.618476531214
622,1230106,55893.045986360135
623,1230114,20455.376143762274
624,1230117,61869.47833760238
625,1230120,32042.21501718311
626,1230121,17099.805467089267
627,1230122,25491.997260984437
628,1230123,36007.68874205911
629,1230133,21027.111931449126
630,1230139,17011.271931030074
631,1230140,8696.44064088973
632,1230146,26386.588776733435
633,1230149,15162.832538521634
634,1230150,24468.10143596042
635,1230156,64601.66673706195
636,1230162,66089.21969880609
637,1230165,29574.69011412994
638,1230166,30259.609424078033
639,1230167,35199.70080534361
640,1230169,59103.71572157418
641,1230170,70835.39635120856
642,1230171,59021.26557776375
643,1230172,32224.58545193206
644,1230173,33451.52972663217
645,1230174,33305.7261552036
646,1230175,49343.463364303825
647,1230176,48897.89650179327
648,1230177,48897.89650179327
649,1230178,34387.231340047976
650,1230179,34387.4780505743
651,1230181,54352.82317021998
652,1230210,14021.361138053831
653,1230216,38640.08380218889
654,1230217,29012.361708048138
655,1230221,28313.795862535575
656,1230222,30741.602715054953
657,1230227,54322.20123511043
658,1230230,33170.2959411321
659,1230232,42446.3575004287
660,1230233,14222.73635044436
661,1230234,19783.964699290646
662,1230235,49496.27145391803
663,1230236,57347.71561578256
664,1230237,39451.889259594456
665,1230238,38685.096945582474
666,1230239,30932.28166444063
667,1230265,19082.918804111945
668,1230266,24240.836340784153
669,1230267,29155.834960977147
670,1230268,30766.118530477816
671,1230274,11183.721732472894
672,1230277,39668.001044470664
673,1230286,23089.765095009505
674,1230287,29528.80271691928
675,1230294,25529.567038826328
676,1230300,75748.43593771153
677,1230301,72250.37134309992
678,1230303,47053.27987801672
679,1230305,49666.98404042639
680,1230309,56830.49283514895
681,1230312,70606.51147897883
682,1230314,60724.01859272264
683,1230321,67435.93931957419
684,1230322,56075.171465307256
685,1230324,75650.10309317877
686,1230325,77520.27001081275
687,1230326,44903.24608419616
688,1230327,35444.624217984034
689,1230328,30135.32326014454
690,1230329,22198.367640808625
691,1230338,51888.69398594611
692,1230339,60326.400187306244
693,1230341,7700.285813830347
694,1230342,26658.373709623702
695,1230364,48842.56356439184
696,1230366,46679.379018351756
697,1230369,16896.258138429126
698,1230370,16454.474853932184
699,1230374,25059.71412200911
700,1230376,11494.002273257789
701,1230389,59581.090120158915
702,1230390,41696.92365151189
703,1230391,34303.280316497236
704,1230393,19140.356401907775
705,1230401,65079.223219590865
706,1230404,50897.61132250103
707,1230405,11563.653212032425
708,1230409,13258.904732517014
709,1230410,12729.989333223324
710,1230411,13394.058241288943
711,1230412,13436.97490795561
712,1230413,12766.289021838802
713,1230414,21519.055512933406
714,1230420,60669.92396191698
715,1230421,64143.207479869634
716,1230422,24401.99410346276
717,1230423,24401.99410346276
718,1230424,24401.99410346276
719,1230425,25158.131368975024
720,1230426,24406.69986295954
721,1230427,25162.837128471805
722,1230428,24406.69986295954
723,1230429,24406.69986295954
724,1230430,24406.69986295954
725,1230431,24406.69986295954
726,1230432,24406.69986295954
727,1230433,24406.69986295954
728,1230434,24406.69986295954
729,1230435,25162.837128471805
730,1230436,24817.116529626208
731,1230437,24406.69986295954
732,1230438,25119.781572916247
733,1230439,25162.837128471805
734,1230440,25098.948239582918
735,1230441,24406.69986295954
736,1230442,25311.944271328946
737,1230443,59078.72150725091
738,1230446,55643.28004388327
739,1230447,57713.88384775913
740,1230448,26729.34286828153
741,1230457,44985.33410448127
742,1230458,48686.382479749365
743,1230463,28239.27963005991
744,1230464,15676.733323042616
745,1230477,15994.658100112825
746,1230481,23839.152101607113
747,1230495,38643.238175734754
748,1230496,45796.2335870413
749,1230498,30980.48498390911
750,1230499,38220.178100043224
751,1230502,33301.011183744435
752,1230503,19455.598474023398
753,1230513,28737.04667857606
754,1230514,14511.155162991465
755,1230519,23135.742493935464
756,1230520,23435.147255840227
757,1230521,20920.780330527494
758,1230522,24810.63293911756
759,1230523,34980.92283678438
760,1230529,12276.178575083859
761,1230530,12087.039857806983
762,1230533,51326.42589436706
763,1230534,34202.99729458475
764,1230536,20587.677821082423
765,1230538,12231.95175918054
766,1230544,25828.299966985633
767,1230549,27757.33292597215
768,1230554,14480.133226766358
769,1230555,36110.96025671417
770,1230557,8427.814612253513
771,1230559,54419.06205453903
772,1230560,29879.232008209365
773,1230566,26269.102680117874
774,1230567,25316.923678102085
775,1230568,28868.979533564037
776,1230570,34449.177182493506
777,1230571,15894.674426835953
778,1230572,26754.364197683182
779,1230573,29834.6407672571
780,1230574,35756.372727773174
781,1230575,16780.06258434548
782,1230576,33956.83004361265
783,1230577,29537.460539707547
784,1230582,28479.661222961826
785,1230583,28856.708976639326
786,1230584,35756.372727773174
787,1230585,33447.36214631387
788,1230591,10059.12617164187
789,1230597,20454.102371163022
790,1230598,11804.568119176574
791,1230611,34764.554971653735
792,1230613,50327.36850385166
793,1230615,13919.246982968814
794,1230617,30061.422900593298
795,1230618,10358.504397582597
796,1230619,10409.285647582597
797,1230620,10771.097121875373
798,1230634,52008.34364057855
799,1230635,36612.50686568334
800,1230636,13463.696391768273
801,1230637,10486.117795280914
802,1230646,59838.83645561953
803,1230650,65114.67065979257
804,1230653,28798.09277144219
805,1230654,13709.816183434945
806,1230662,13807.839184739196
807,1230668,24529.292510717252
808,1230669,24446.787985660885
809,1230670,24455.506870792706
810,1230671,22081.523332545697
811,1230673,34751.62328246766
812,1230676,22574.219923415472
813,1230677,21723.376652307496
814,1230678,23068.333934404483
815,1230693,27984.624712111363
816,1230697,20648.39833165201
817,1230700,13168.123650912641
818,1230701,18613.296822474695
819,1230706,51457.68411466844
820,1230708,39943.09751125637
821,1230710,28680.569220833346
822,1230711,33923.87464944112
823,1230712,27970.93842317421
824,1230715,21539.735756857954
825,1230716,28976.09819268736
826,1230718,12606.772235638675
827,1230740,26881.566270524287
828,1230742,13643.701954557648
829,1230746,14409.695902947886
830,1230752,18251.925027694186
831,1230754,12747.593610793443
832,1230756,24289.222921149198
833,1230757,13426.689501395576
834,1230760,12202.262001774241
835,1230761,13049.056078601692
836,1230762,18898.894938282177
837,1230767,10589.581997745117
838,1230789,45043.03188105679
839,1230792,18219.793028404543
840,1230810,48969.77313859385
841,1230812,61115.548880578484
842,1230822,60943.99044427384
843,1230826,50572.325897764946
844,1230885,32395.74138642351
845,1230886,28462.093299903907
846,1230887,20309.964036195168
847,1230888,21759.398287631666
848,1230891,27636.268681707203
849,1230894,29758.06372533658
850,1230905,32698.96107982574
851,1230909,31244.375105316292
852,1230953,19611.073106519165
853,1230966,36712.31438433811
854,1230983,29121.929494405318
855,1230986,52326.202751464654
856,1230987,34924.980882172524
857,1230988,34909.04359391039
858,1230989,60154.55190948758
859,1231007,8990.35321580355
860,1231014,57060.539155271406
861,1231015,47433.86883911797
862,1231016,67910.83794881591
863,1231017,22002.732767587164
864,1231019,47738.55541679608
865,1231020,67100.53248736913
866,1231021,33949.64690091471
867,1231022,18928.56510429869
868,1231024,40135.670131011
869,1231042,28904.69565103369
870,1231045,34424.70893433709
871,1231046,25856.66161200074
872,1231047,24456.83302147143
873,1231048,24561.98520953964
874,1231049,24683.86020953964
875,1231050,25279.500965842162
876,1231051,25322.556521397717
877,1231054,15333.931764392793
878,1231060,10425.312921478528
879,1231068,25892.142050230363
880,1231073,27076.813964525547
881,1231074,51386.42125547311
882,1231075,43095.804716117214
883,1231079,31800.0961643542
884,1231080,28221.722775097074
885,1231081,35998.19622254572
886,1231082,54579.68797208478
887,1231091,21631.11138081428
888,1231098,46040.44318372088
889,1231102,19574.618217636555
890,1231105,24742.92191833794
891,1231106,19872.081601029255
892,1231107,16259.188261498542
893,1231108,16253.676213691064
894,1231111,26310.96060735407
895,1231112,13142.274018626282
896,1231113,27560.78365423276
897,1231115,12232.233349752458
898,1231120,13847.360340907999
899,1231127,29236.151590331116
900,1231128,28999.880544933625
901,1231129,23316.445966888707
902,1231133,29084.8161923753
903,1231152,70705.9026695199
904,1231153,68046.91307096308
905,1231158,14504.53309662609
906,1231159,32912.687278851896
907,1231160,55299.07987219101
908,1231161,24986.247134734225
909,1231164,14302.9979557292
910,1231168,14902.02587519965
911,1231183,24398.421376176077
912,1231184,16956.594789369556
913,1231185,16726.594789369552
914,1231189,27183.257507932685
915,1231194,55222.10275966013
916,1231195,26936.610247026132
917,1231196,28331.017464738543
918,1231197,53532.8847548865
919,1231198,48063.685247232555
920,1231200,25647.51261352036
921,1231201,45566.788137849
922,1231204,23256.090406680094
923,1231205,23957.26467712392
924,1231206,24654.502518485217
925,1231207,30351.29626780589
926,1231213,33224.358574455444
927,1231242,11762.940500534085
928,1231243,10897.632038528252
929,1231244,12630.408943522556
930,1231245,12946.56962504608
931,1231246,11379.113569743164
932,1231250,27680.855008772058
933,1231262,34745.130032034605
934,1231264,29010.340138713866
935,1231265,30562.952907734587
936,1231267,12604.75779429395
937,1231269,19897.09251347531
938,1231275,24406.09143502052
939,1231276,25580.973149742575
940,1231284,23289.18256327651
941,1231297,10619.291423948709
942,1231298,26898.9794373712
943,1231299,25498.748713778703
944,1231300,8660.655186156331
945,1231301,43359.31137140938
946,1231318,17797.0573398984
947,1231319,33863.403465651805
948,1231320,22440.46419771749
949,1231324,23531.01039944663
950,1231326,25302.446661600785
951,1231331,35590.88694406588
952,1231332,39367.964321218
953,1231333,36518.16529735744
954,1231334,62819.70298787685
955,1231336,10771.518842382535
956,1231340,13698.238259708556
957,1231342,29309.572977068914
958,1231344,45222.638567894945
959,1231346,9869.117929918179
960,1231347,9914.427681438834
961,1231363,19396.450701982558
962,1231382,10294.401085724132
963,1231387,14332.804110449235
964,1231394,35027.54867502975
965,1231395,31667.58767584428
966,1231396,40091.92734165344
967,1231397,31423.816933840153
968,1231398,37703.22100999491
969,1231402,31669.545197603693
970,1231405,21882.890459133443
971,1231418,22480.422480075697
972,1231427,14406.49727489727
973,1231432,26520.183285507497
974,1231438,25963.006543518597
975,1231439,13588.258254581186
976,1231440,17902.44617490909
977,1231441,26244.768193601212
978,1231444,27344.285168601626
979,1231445,19395.814266653328
980,1231446,49618.84407766296
981,1231447,24403.851622749455
982,1231449,12495.8529018872
983,1231451,39337.29860600393
984,1231453,26551.19608083088
985,1231457,45648.9600812218
986,4244769,14646.032521895957
987,4245421,13147.270444676216
988,4245631,14645.449237574434
989,4245744,14010.880713736798
990,4245803,53395.89763508765
991,4245945,55661.39037902457
992,4245946,54398.31323149889
993,4245963,42198.895350639636
994,4245974,36891.2116269416
995,4245977,55043.12524868707
996,4246000,57384.785019471834
